id	direction	compartment	gpr	name	pathway	equation	definition	flux	min_flux	lowerbound	max_flux	upperbound
rxn08715_c0	>	Cytosol	(Hot5F3Rast.CDS.138 or Hot5F3Rast.CDS.4861 or Hot5F3Rast.CDS.5111 or Hot5F3Rast.CDS.5123 or Hot5F3Rast.CDS.2539)	Mercury (Hg+2) ABC transporter (periplasm) [c0]		(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00531[c0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd00531[e0]	(1) H2O [c0][c0] + (1) ATP [c0][c0] + (1) Hg2+ [c0][c0] => (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) H+ [c0][c0] + (1) Hg2+ [e0][e0]	0	0	0	0	1000
rxn26305_c0	=	Cytosol	(Hot5F3Rast.CDS.1976 or Hot5F3Rast.CDS.1976_mRNA)	RXN0-5298.c [c0]		(1) cpd22637[c0] <=> (1) cpd25981[c0]	(1) alpha-L-fucopyranose [c0][c0] <=> (1) beta-L-fucopyranose [c0][c0]	0	0	-1000	0	1000
rxn23336_c0	=	Cytosol	(Hot5F3Rast.CDS.4507_mRNA or Hot5F3Rast.CDS.4507)	octanoyl:GcvH transferase [c0]		(1) cpd11470[c0] + (1) cpd27144[c0] <=> (1) cpd00067[c0] + (1) cpd11493[c0] + (1) cpd27713[c0]	(1) Octanoyl-ACP [c0][c0] + (1) Gcv-H [c0][c0] <=> (1) H+ [c0][c0] + (1) ACP [c0][c0] + (1) Octanoylated-Gcv-H [c0][c0]	0	0	-1000	0	1000
rxn23850_c0	>	Cytosol	(Hot5F3Rast.CDS.525_mRNA or Hot5F3Rast.CDS.707_mRNA or Hot5F3Rast.CDS.1539_mRNA or Hot5F3Rast.CDS.1539 or Hot5F3Rast.CDS.1366_mRNA or Hot5F3Rast.CDS.2158_mRNA or Hot5F3Rast.CDS.4340 or Hot5F3Rast.CDS.3530_mRNA or Hot5F3Rast.CDS.3530 or Hot5F3Rast.CDS.1575 or Hot5F3Rast.CDS.1366 or Hot5F3Rast.CDS.1575_mRNA or Hot5F3Rast.CDS.4340_mRNA or Hot5F3Rast.CDS.1826 or Hot5F3Rast.CDS.4963_mRNA or Hot5F3Rast.CDS.2466 or Hot5F3Rast.CDS.525 or Hot5F3Rast.CDS.2466_mRNA or Hot5F3Rast.CDS.707 or Hot5F3Rast.CDS.1826_mRNA or Hot5F3Rast.CDS.4963 or Hot5F3Rast.CDS.5580_mRNA or Hot5F3Rast.CDS.5580 or Hot5F3Rast.CDS.2158 or Hot5F3Rast.CDS.2408 or Hot5F3Rast.CDS.2408_mRNA)	RXN-3443.c [c0]		(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd00102[c0] => (1) cpd00004[c0] + (2) cpd00067[c0] + (1) cpd00169[c0]	(1) H2O [c0][c0] + (1) NAD [c0][c0] + (1) Glyceraldehyde3-phosphate [c0][c0] => (1) NADH [c0][c0] + (2) H+ [c0][c0] + (1) 3-Phosphoglycerate [c0][c0]	0	0	0	49.2246	1000
rxn40368_c0	=	Cytosol	(Hot5F3Rast.CDS.5091_mRNA or Hot5F3Rast.CDS.733_mRNA or Hot5F3Rast.CDS.5091 or Hot5F3Rast.CDS.733)	D-galactose 1-epimerase [c0]		(1) cpd00108[c0] <=> (1) cpd00724[c0]	(1) Galactose [c0][c0] <=> (1) alpha-D-Galactose [c0][c0]	0	0	-1000	0	1000
rxn15230_c0	=	Cytosol	(Hot5F3Rast.CDS.5407_mRNA or Hot5F3Rast.CDS.5408 or Hot5F3Rast.CDS.2165_mRNA or Hot5F3Rast.CDS.4461_mRNA or Hot5F3Rast.CDS.5408_mRNA or Hot5F3Rast.CDS.4461 or Hot5F3Rast.CDS.5407 or Hot5F3Rast.CDS.2165)	Lactose galactohydrolase [c0]		(1) cpd00001[c0] + (1) cpd00208[c0] <=> (1) cpd00108[c0] + (1) cpd19001[c0]	(1) H2O [c0][c0] + (1) LACT [c0][c0] <=> (1) Galactose [c0][c0] + (1) alpha-D-Glucose [c0][c0]	0	0	-1000	49.2246	1000
rxn20583_c0	<	Cytosol	(Hot5F3Rast.CDS.4328 or Hot5F3Rast.CDS.4328_mRNA)	phosphoglucose mutase [c0]		(1) cpd00089[c0] <= (1) cpd19006[c0]	(1) Glucose-1-phosphate [c0][c0] <= (1) alpha-D-Glucose 6-phosphate [c0][c0]	0	-49.2246	-1000	0	0
rxn15467_c0	>	Cytosol	(Hot5F3Rast.CDS.4158 or Hot5F3Rast.CDS.4158_mRNA)	(R)-2,3-Dihydroxy-3-methylbutanoate hydro-lyase [c0]		(1) cpd19030[c0] => (1) cpd00001[c0] + (1) cpd00123[c0]	(1) (R)-2,3-Dihydroxy-3-methylbutanoate [c0][c0] => (1) H2O [c0][c0] + (1) 3-Methyl-2-oxobutanoate [c0][c0]	0.261772	0.0261772	0	0.261772	1000
rxn27318_c0	=	Cytosol	(Hot5F3Rast.CDS.3073_mRNA or Hot5F3Rast.CDS.3073)	NADPH-thioredoxin reductase [c0]		(1) cpd00006[c0] + (1) cpd28060[c0] <=> (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd27735[c0]	(1) NADP [c0][c0] + (1) Red-Thioredoxin [c0][c0] <=> (1) NADPH [c0][c0] + (1) H+ [c0][c0] + (1) Ox-Thioredoxin [c0][c0]	0	-24.6123	-1000	0	1000
rxn16824_c0	>	Cytosol	(Hot5F3Rast.CDS.5523 or Hot5F3Rast.CDS.5523_mRNA)	7-carboxy-7-carbaguanine:ammonia ligase (ADP-forming) [c0]		(1) cpd00002[c0] + (1) cpd00013[c0] + (1) cpd21481[c0] => (1) cpd00001[c0] + (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd14718[c0]	(1) ATP [c0][c0] + (1) NH3 [c0][c0] + (1) 7-Carboxy-7-carbaguanine [c0][c0] => (1) H2O [c0][c0] + (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) H+ [c0][c0] + (1) 7-Cyano-7-deazaguanine [c0][c0]	0	0	0	0	1000
rxn39964_c0	>	Cytosol	(Hot5F3Rast.CDS.5521 or Hot5F3Rast.CDS.5521_mRNA)	6-carboxy-5,6,7,8-tetrahydropterin ammonia-lyase [c0]		(1) cpd00067[c0] + (1) cpd21472[c0] => (1) cpd00013[c0] + (1) cpd21481[c0]	(1) H+ [c0][c0] + (1) 6-Carboxy-5,6,7,8-tetrahydropterin [c0][c0] => (1) NH3 [c0][c0] + (1) 7-Carboxy-7-carbaguanine [c0][c0]	0	0	0	0	1000
rxn16806_c0	=	Cytosol	(Hot5F3Rast.CDS.5522 or Hot5F3Rast.CDS.5522_mRNA)	7,8-dihydroneopterin 3'-triphosphate acetaldehyde-lyase (6-carboxy-5,6,7,8-tetrahydropterin and triphosphate-forming) [c0]		(1) cpd00001[c0] + (1) cpd02978[c0] <=> (1) cpd00067[c0] + (1) cpd00071[c0] + (1) cpd00421[c0] + (1) cpd21472[c0]	(1) H2O [c0][c0] + (1) 7,8-Dihydroneopterin 3'-triphosphate [c0][c0] <=> (1) H+ [c0][c0] + (1) Acetaldehyde [c0][c0] + (1) Triphosphate [c0][c0] + (1) 6-Carboxy-5,6,7,8-tetrahydropterin [c0][c0]	0	0	-1000	0	1000
rxn37797_c0	=	Cytosol	(Hot5F3Rast.CDS.466 or Hot5F3Rast.CDS.466_mRNA)	RXN-8850.d [c0]		(1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd00125[c0] + (1) cpd00299[c0] <=> (1) cpd00006[c0] + (1) cpd00087[c0] + (1) cpd00298[c0]	(1) NADPH [c0][c0] + (1) H+ [c0][c0] + (1) 5-10-Methylenetetrahydrofolate [c0][c0] + (1) dUMP [c0][c0] <=> (1) NADP [c0][c0] + (1) Tetrahydrofolate [c0][c0] + (1) dTMP [c0][c0]	0.00233237	0.000233237	-1000	0.00233237	1000
rxn14061_c0	>	Cytosol	(Hot5F3Rast.CDS.4120 or Hot5F3Rast.CDS.4120_mRNA)	trans,trans,cis-geranylgeranyl-diphosphate:isopentenyl-diphosphate geranylgeranylcistransferase [c0]		(1) cpd00113[c0] + (1) cpd08211[c0] => (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd17565[c0]	(1) Isopentenyldiphosphate [c0][c0] + (1) trans,trans,cis-Geranylgeranyl diphosphate [c0][c0] => (1) PPi [c0][c0] + (1) H+ [c0][c0] + (1) ditrans,dicis-Pentaprenyl diphosphate [c0][c0]	0.0119032	0.00119032	0	0.0119032	1000
rxn13957_c0	>	Cytosol	(Hot5F3Rast.CDS.4120 or Hot5F3Rast.CDS.4120_mRNA)	ditrans,hexacis-nonaprenyl-diphosphate:isopentenyl-diphosphate nonaprenylcistransferase [c0]		(1) cpd00113[c0] + (1) cpd17568[c0] => (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd02746[c0]	(1) Isopentenyldiphosphate [c0][c0] + (1) ditrans,hexacis-Nonaprenyl diphosphate [c0][c0] => (1) PPi [c0][c0] + (1) H+ [c0][c0] + (1) all trans Decaprenyl diphosphate [c0][c0]	0.0119032	0.00119032	0	0.0119032	1000
rxn08062_c0	=	Cytosol	(Hot5F3Rast.CDS.751 or Hot5F3Rast.CDS.751_mRNA)	Na+/Acetate symport (periplasm) [c0]		(1) cpd00029[e0] + (1) cpd00971[e0] <=> (1) cpd00029[c0] + (1) cpd00971[c0]	(1) Acetate [e0][e0] + (1) Na+ [e0][e0] <=> (1) Acetate [c0][c0] + (1) Na+ [c0][c0]	0	-1000	-1000	1000	1000
rxn21863_c0	=	Cytosol	(Hot5F3Rast.CDS.3962_mRNA or Hot5F3Rast.CDS.3962 or Hot5F3Rast.CDS.3044 or Hot5F3Rast.CDS.3044_mRNA)	RXN-11482.c [c0]		(1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd27021[c0] <=> (1) cpd00006[c0] + (1) cpd21088[c0]	(1) NADPH [c0][c0] + (1) H+ [c0][c0] + (1) Enoylpimeloyl-ACP-methyl-esters [c0][c0] <=> (1) NADP [c0][c0] + (1) Pimelyl-[acyl-carrier protein] methyl ester [c0][c0]	0	0	-1000	0	1000
rxn40037_c0	>	Cytosol	((Hot5F3Rast.CDS.69 or Hot5F3Rast.CDS.69_mRNA or Hot5F3Rast.CDS.3531 or Hot5F3Rast.CDS.3531_mRNA) and (Hot5F3Rast.CDS.5052_mRNA or Hot5F3Rast.CDS.5052 or Hot5F3Rast.CDS.5365_mRNA or Hot5F3Rast.CDS.5365 or Hot5F3Rast.CDS.2488_mRNA or Hot5F3Rast.CDS.2488))	L-aspartate-4-semialdehyde hydro-lyase [adding pyruvate and cyclizing; (2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate-forming] [c0]		(1) cpd00020[c0] + (1) cpd00346[c0] => (1) cpd00001[c0] + (1) cpd00067[c0] + (1) cpd21488[c0]	(1) Pyruvate [c0][c0] + (1) L-Aspartate4-semialdehyde [c0][c0] => (1) H2O [c0][c0] + (1) H+ [c0][c0] + (1) (2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate [c0][c0]	0.114127	0	0	2.20929	1000
rxn41287_c0	>	Cytosol	(Hot5F3Rast.CDS.3602 and Hot5F3Rast.CDS.3602)	 [c0]		(1) cpd00007[c0] + (1) cpd01270[c0] => (1) cpd00067[c0] + (1) cpd00236[c0] + (1) cpd01997[c0] + (1) cpd33930[c0]	(1) O2 [c0][c0] + (1) FMNH2 [c0][c0] => (1) H+ [c0][c0] + (1) D-Erythrose4-phosphate [c0][c0] + (1) Dimethylbenzimidazole [c0][c0] + (1) dialurate [c0][c0]	0	0	0	0	1000
rxn21859_c0	=	Cytosol	(Hot5F3Rast.CDS.3962_mRNA or Hot5F3Rast.CDS.3962 or Hot5F3Rast.CDS.3044 or Hot5F3Rast.CDS.3044_mRNA)	RXN-11478.c [c0]		(1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd27020[c0] <=> (1) cpd00006[c0] + (1) cpd27180[c0]	(1) NADPH [c0][c0] + (1) H+ [c0][c0] + (1) Enoylglutaryl-ACP-methyl-esters [c0][c0] <=> (1) NADP [c0][c0] + (1) Glutaryl-ACP-methyl-esters [c0][c0]	0	0	-1000	0	1000
rxn20643_c0	>	Cytosol	(Hot5F3Rast.CDS.1549 or Hot5F3Rast.CDS.1549_mRNA)	thiC (gene name) [c0]		(1) cpd00017[c0] + (1) cpd02140[c0] => (1) cpd00047[c0] + (1) cpd00060[c0] + (1) cpd00067[c0] + (1) cpd00204[c0] + (1) cpd02775[c0] + (1) cpd03091[c0]	(1) S-Adenosyl-L-methionine [c0][c0] + (1) AIR [c0][c0] => (1) Formate [c0][c0] + (1) L-Methionine [c0][c0] + (1) H+ [c0][c0] + (1) CO [c0][c0] + (1) 4-Amino-5-phosphomethyl-2-methylpyrimidine [c0][c0] + (1) 5'-Deoxyadenosine [c0][c0]	0	0	0	0	1000
rxn15947_c0	=	Cytosol	(Hot5F3Rast.CDS.3670_mRNA or Hot5F3Rast.CDS.3670)	carboxyspermidine:NADP+ oxidoreductase [c0]		(1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd00118[c0] + (1) cpd00346[c0] <=> (1) cpd00001[c0] + (1) cpd00006[c0] + (1) cpd19442[c0]	(1) NADPH [c0][c0] + (1) H+ [c0][c0] + (1) Putrescine [c0][c0] + (1) L-Aspartate4-semialdehyde [c0][c0] <=> (1) H2O [c0][c0] + (1) NADP [c0][c0] + (1) Carboxyspermidine [c0][c0]	0.000593704	5.93704e-05	-1000	0.000593704	1000
rxn21860_c0	>	Cytosol	(Hot5F3Rast.CDS.3043 or Hot5F3Rast.CDS.3043_mRNA)	RXN-11479.c [c0]		(1) cpd11492[c0] + (1) cpd27180[c0] => (1) cpd00011[c0] + (1) cpd11493[c0] + (1) cpd22028[c0]	(1) Malonyl-acyl-carrierprotein- [c0][c0] + (1) Glutaryl-ACP-methyl-esters [c0][c0] => (1) CO2 [c0][c0] + (1) ACP [c0][c0] + (1) 3-Ketopimeloyl-ACP-methyl-esters [c0][c0]	0	0	0	0	1000
rxn05120_c0	>	Cytosol	Hot5F3Rast.CDS.1644	protoheme IX farnesyltransferase [c0]		(1) cpd00001[c0] + (1) cpd00028[c0] + (1) cpd00350[c0] => (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd11313[c0]	(1) H2O [c0][c0] + (1) Heme [c0][c0] + (1) Farnesyldiphosphate [c0][c0] => (1) PPi [c0][c0] + (1) H+ [c0][c0] + (1) hemeO [c0][c0]	0	0	0	0	1000
rxn15750_c0	=	Cytosol	(Hot5F3Rast.CDS.5635 or Hot5F3Rast.CDS.4370)	R08570 [c0]		(1) cpd00176[c0] <=> (1) cpd00020[c0] + (1) cpd00448[c0]	(1) 2-keto-3-deoxygluconate [c0][c0] <=> (1) Pyruvate [c0][c0] + (1) D-Glyceraldehyde [c0][c0]	0	-0.00920346	-1000	0	1000
rxn26127_c0	=	Cytosol	(Hot5F3Rast.CDS.4322 or Hot5F3Rast.CDS.4322_mRNA)	maltodextrin phosphorylase [c0]		(1) cpd00009[c0] + (1) cpd01399[c0] <=> (1) cpd00089[c0] + (1) cpd01262[c0]	(1) Phosphate [c0][c0] + (1) Maltotetraose [c0][c0] <=> (1) Glucose-1-phosphate [c0][c0] + (1) Amylotriose [c0][c0]	0	-1000	-1000	1000	1000
rxn19704_c0	=	Cytosol	((Hot5F3Rast.CDS.1536 or Hot5F3Rast.CDS.170) and Hot5F3Rast.CDS.4640)	Flavodoxin--NADP(+) reductase [c0]		(1) cpd00006[c0] + (1) cpd00067[c0] + (1) cpd28083[c0] <=> (1) cpd00005[c0] + (1) cpd27758[c0]	(1) NADP [c0][c0] + (1) H+ [c0][c0] + (1) Reduced-flavodoxins [c0][c0] <=> (1) NADPH [c0][c0] + (1) Oxidized-flavodoxins [c0][c0]	-0.145184	-0.145184	-1000	-0.0145184	1000
rxn43657_c0	>	Cytosol	(Hot5F3Rast.CDS.126 or Hot5F3Rast.CDS.126_mRNA)	Zn2+:proton symport [c0]		(1) cpd00034[e0] + (1) cpd00067[e0] => (1) cpd00034[c0] + (1) cpd00067[c0]	(1) Zn2+ [e0][e0] + (1) H+ [e0][e0] => (1) Zn2+ [c0][c0] + (1) H+ [c0][c0]	0	0	0	196.899	1000
rxn45692_c0	>	Cytosol	(Hot5F3Rast.CDS.3849 and (Hot5F3Rast.CDS.3841_mRNA or Hot5F3Rast.CDS.2080 or Hot5F3Rast.CDS.2080_mRNA or Hot5F3Rast.CDS.3841))	cysteine:[ThiI sulfur-carrier protein]-L-cysteine sulfurtransferase desulfurase [c0]		(1) cpd00084[c0] + (1) cpd28205[c0] => (1) cpd00035[c0] + (1) cpd14548[c0]	(1) L-Cysteine [c0][c0] + (1) Sulfur-Carrier-Proteins-ThiI [c0][c0] => (1) L-Alanine [c0][c0] + (1) C15812 [c0][c0]	0	0	0	0	1000
rxn05469_c0	=	Cytosol	Unknown	pyruvate reversible transport via proton symport [c0]		(1) cpd00020[e0] + (1) cpd00067[e0] <=> (1) cpd00020[c0] + (1) cpd00067[c0]	(1) Pyruvate [e0][e0] + (1) H+ [e0][e0] <=> (1) Pyruvate [c0][c0] + (1) H+ [c0][c0]	0	-9.14458	-1000	0	1000
rxn05064_c0	>	Cytosol	Unknown	carbamate hydro-lyase [c0]		(2) cpd00067[c0] + (1) cpd01101[c0] => (1) cpd00011[c0] + (1) cpd00013[c0]	(2) H+ [c0][c0] + (1) Carbamate [c0][c0] => (1) CO2 [c0][c0] + (1) NH3 [c0][c0]	0	0	0	0	1000
rxn02374_c0	>	Cytosol	Unknown	R03314 [c0]		(1) cpd00858[c0] => (1) cpd00001[c0] + (1) cpd00067[c0] + (1) cpd02431[c0]	(1) L-Glutamate5-semialdehyde [c0][c0] => (1) H2O [c0][c0] + (1) H+ [c0][c0] + (1) 1-Pyrroline-5-carboxylate [c0][c0]	0	0	0	49.2246	1000
rxn05319_c0	=	Cytosol	Unknown	TRANS-RXNBWI-115401.ce.maizeexp.OH_OH [c0]		(1) cpd00001[e0] <=> (1) cpd00001[c0]	(1) H2O [e0][e0] <=> (1) H2O [c0][c0]	-20.0943	-37.4661	-1000	7.29984	1000
rxn05730_c0	=	Cytosol	Unknown	Tetrathionate transport in via proton symport [c0]		(1) cpd00067[e0] + (1) cpd01414[e0] <=> (1) cpd00067[c0] + (1) cpd01414[c0]	(1) H+ [e0][e0] + (1) Tetrathionate [e0][e0] <=> (1) H+ [c0][c0] + (1) Tetrathionate [c0][c0]	0	0	-1000	0	1000
rxn04457_c0	>	Cytosol	Unknown	R06605 [c0]		(1) cpd09027[c0] => (1) cpd00011[c0] + (1) cpd01567[c0]	(1) 5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate [c0][c0] => (1) CO2 [c0][c0] + (1) (R)-Allantoin [c0][c0]	0	0	0	0	1000
rxn05129_c0	>	Cytosol	Unknown	R07420 [c0]		(1) cpd01550[c0] => (1) cpd00009[c0] + (1) cpd00585[c0]	(1) Phosphocreatine [c0][c0] => (1) Phosphate [c0][c0] + (1) Creatinine [c0][c0]	0	0	0	0	1000
rxn02916_c0	>	Cytosol	Unknown	R04175 [c0]		(1) cpd02074[c0] => (1) cpd00001[c0] + (1) cpd00067[c0] + (1) cpd00922[c0]	(1) 2-Oxo-6-aminocaproate [c0][c0] => (1) H2O [c0][c0] + (1) H+ [c0][c0] + (1) delta1-Piperideine-2-carboxylate [c0][c0]	0	0	0	0	1000
rxn05488_c0	=	Cytosol	Unknown	acetate reversible transport via proton symport [c0]		(1) cpd00029[e0] + (1) cpd00067[e0] <=> (1) cpd00029[c0] + (1) cpd00067[c0]	(1) Acetate [e0][e0] + (1) H+ [e0][e0] <=> (1) Acetate [c0][c0] + (1) H+ [c0][c0]	0	-1000	-1000	1000	1000
rxn03012_c0	>	Cytosol	Unknown	R04336 [c0]		(1) cpd02414[c0] => (1) cpd00001[c0] + (1) cpd00067[c0] + (1) cpd02465[c0]	(1) L-2-Amino-6-oxopimelate [c0][c0] => (1) H2O [c0][c0] + (1) H+ [c0][c0] + (1) tetrahydrodipicolinate [c0][c0]	0	0	0	0	1000
rxn10471_c0	=	Cytosol	Unknown	Methane Transport [c0]		(1) cpd01024[e0] <=> (1) cpd01024[c0]	(1) Methane [e0][e0] <=> (1) Methane [c0][c0]	0	0	-1000	0	1000
rxn04132_c0	>	Cytosol	Unknown	R06063 [c0]		(1) cpd00001[c0] + (1) cpd08625[c0] => (1) cpd00011[c0] + (1) cpd00067[c0] + (1) cpd01567[c0]	(1) H2O [c0][c0] + (1) 5-Hydroxyisourate [c0][c0] => (1) CO2 [c0][c0] + (1) H+ [c0][c0] + (1) (R)-Allantoin [c0][c0]	0	0	0	0	1000
rxn05559_c0	=	Cytosol	Unknown	formate transport in via proton symport [c0]		(1) cpd00047[e0] + (1) cpd00067[e0] <=> (1) cpd00047[c0] + (1) cpd00067[c0]	(1) Formate [e0][e0] + (1) H+ [e0][e0] <=> (1) Formate [c0][c0] + (1) H+ [c0][c0]	0	-26.8382	-1000	0	1000
rxn01208_c0	<	Cytosol	Unknown	R01652 [c0]		(1) cpd00011[c0] + (1) cpd00200[c0] <= (1) cpd00067[c0] + (1) cpd02605[c0]	(1) CO2 [c0][c0] + (1) 4MOP [c0][c0] <= (1) H+ [c0][c0] + (1) 2-isopropyl-3-oxosuccinate [c0][c0]	-0.134439	-0.134439	-1000	-0.0134439	0
rxn02989_c0	<	Cytosol	Unknown	R04293 [c0]		(1) cpd00001[c0] + (1) cpd02333[c0] <= (1) cpd02692[c0]	(1) H2O [c0][c0] + (1) Quinolinate [c0][c0] <= (1) 2-Amino-3-carboxymuconate semialdehyde [c0][c0]	0	0	-1000	0	0
rxn04791_c0	=	Cytosol	Unknown	S-(hydroxymethyl)glutathione synthase [c0]		(1) cpd00042[c0] + (1) cpd00055[c0] <=> (1) cpd09879[c0]	(1) GSH [c0][c0] + (1) Formaldehyde [c0][c0] <=> (1) S-(Hydroxymethyl)glutathione [c0][c0]	0	0	-1000	0	1000
rxn00064_c0	>	Cytosol	Unknown	ATP aminohydrolase [c0]		(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00067[c0] => (1) cpd00013[c0] + (1) cpd00068[c0]	(1) H2O [c0][c0] + (1) ATP [c0][c0] + (1) H+ [c0][c0] => (1) NH3 [c0][c0] + (1) ITP [c0][c0]	0	0	0	24.6123	1000
rxn05468_c0	>	Cytosol	Unknown	TRANS-RXNAVI-26568.ce [c0]		(1) cpd00007[e0] => (1) cpd00007[c0]	(1) O2 [e0][e0] => (1) O2 [c0][c0]	9.00987	0	0	10	1000
rxn04133_c0	>	Cytosol	Unknown	R06064 [c0]		(1) cpd00001[c0] + (1) cpd08625[c0] => (1) cpd00011[c0] + (1) cpd00067[c0] + (1) cpd01092[c0]	(1) H2O [c0][c0] + (1) 5-Hydroxyisourate [c0][c0] => (1) CO2 [c0][c0] + (1) H+ [c0][c0] + (1) Allantoin [c0][c0]	0	0	0	0	1000
rxn10570_c0	=	Cytosol	Unknown	Methanol diffusion [c0]		(1) cpd00116[e0] <=> (1) cpd00116[c0]	(1) Methanol [e0][e0] <=> (1) Methanol [c0][c0]	0	0	-1000	0	1000
rxn02666_c0	<	Cytosol	Unknown	R03758 [c0]		(1) cpd00011[c0] + (1) cpd01298[c0] <= (1) cpd00067[c0] + (1) cpd02211[c0]	(1) CO2 [c0][c0] + (1) Aminoacetone [c0][c0] <= (1) H+ [c0][c0] + (1) L-2-Amino-acetoacetate [c0][c0]	0	-6.07604	-1000	0	0
rxn05467_c0	=	Cytosol	Unknown	CO2 transporter via diffusion [c0]		(1) cpd00011[e0] <=> (1) cpd00011[c0]	(1) CO2 [e0][e0] <=> (1) CO2 [c0][c0]	-16.8151	-28.6815	-1000	0	1000
rxn24718_c0	>	Cytosol	Unknown	RXN-8243.c [c0]		(1) cpd00025[c0] + (1) cpd02074[c0] => (1) cpd00001[c0] + (1) cpd00011[c0] + (1) cpd00339[c0]	(1) H2O2 [c0][c0] + (1) 2-Oxo-6-aminocaproate [c0][c0] => (1) H2O [c0][c0] + (1) CO2 [c0][c0] + (1) 5-Aminopentanoate [c0][c0]	0	0	0	0	1000
rxn23589_c0	<	Cytosol	Unknown	RXN-13329.c [c0]		(1) cpd00001[c0] + (1) cpd14545[c0] <= (1) cpd00013[c0] + (1) cpd00040[c0]	(1) H2O [c0][c0] + (1) Iminoglycine [c0][c0] <= (1) NH3 [c0][c0] + (1) Glyoxalate [c0][c0]	0	0	-1000	0	0
rxn08502_e0	=	Extracellular	Unknown	enterobactin Fe(III) binding (spontaneous) [e0]		(1) cpd03453[e0] + (1) cpd10516[e0] <=> (1) cpd03726[e0]	(1) Enterobactin [e0][e0] + (1) fe3 [e0][e0] <=> (1) Fe-enterochlin [e0][e0]	0	0	-1000	0	1000
rxn08428_c0	=	Cytosol	Unknown	ethanol transport via diffusion (extracellular to periplasm) [c0]		(1) cpd00363[c0] <=> (1) cpd00363[e0]	(1) Ethanol [c0][c0] <=> (1) Ethanol [e0][e0]	0	0	-1000	7.70724	1000
rxn08032_c0	=	Cytosol	Unknown	acetaldehyde transport via diffusion (extracellular to periplasm) [c0]		(1) cpd00071[c0] <=> (1) cpd00071[e0]	(1) Acetaldehyde [c0][c0] <=> (1) Acetaldehyde [e0][e0]	0	0	-1000	9.14458	1000
rxn08691_c0	=	Cytosol	Unknown	hydrogen transport via diffusion (extracellular to periplasm) [c0]		(1) cpd11640[c0] <=> (1) cpd11640[e0]	(1) H2 [c0][c0] <=> (1) H2 [e0][e0]	0	0	-1000	0	1000
rxn08350_c0	=	Cytosol	Unknown	D-lactate transport via proton symport (periplasm) [c0]		(1) cpd00067[e0] + (1) cpd00221[e0] <=> (1) cpd00067[c0] + (1) cpd00221[c0]	(1) H+ [e0][e0] + (1) D-Lactate [e0][e0] <=> (1) H+ [c0][c0] + (1) D-Lactate [c0][c0]	10	1	-1000	10	1000
rxn08689_c0	=	Cytosol	Unknown	h2s transport (periplasm) [c0]		(1) cpd00239[c0] <=> (1) cpd00239[e0]	(1) H2S [c0][c0] <=> (1) H2S [e0][e0]	0	0	-1000	9.99234	1000
rxn09260_c0	>	Cytosol	Unknown	sulfite transport via diffusion (extracellular to periplasm) [c0]		(1) cpd00081[c0] => (1) cpd00081[e0]	(1) Sulfite [c0][c0] => (1) Sulfite [e0][e0]	0	0	0	9.99234	1000
rxn09330_c0	<	Cytosol	Unknown	thiosulfate transport via diffusion (extracellular to periplasm) [c0]		(1) cpd00268[c0] <= (1) cpd00268[e0]	(1) H2S2O3 [c0][c0] <= (1) H2S2O3 [e0][e0]	0	0	-1000	0	0
rxn00062_c0	>	Cytosol	Unknown	ATP hydrolysis		(1) cpd00001[c0] + (1) cpd00002[c0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0]	(1) H2O [c0][c0] + (1) ATP [c0][c0] => (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) H+ [c0][c0]	0	0	0	49.2246	1000
rxn05625_c0	>	Cytosol	Unknown	nitrite transport in via proton symport, reversible		(1) cpd00067[e0] + (1) cpd00075[e0] => (1) cpd00067[c0] + (1) cpd00075[c0]	(1) H+ [e0][e0] + (1) Nitrite [e0][e0] => (1) H+ [c0][c0] + (1) Nitrite [c0][c0]	2.96574	0.296574	0	10	1000
